Year_of_last_filed_report,NPRI_Site_ID,Company_Name,Facility_Name,Address_line_1,Address_line_2,City,Province,Postal_Code,Key_Industrial_Sector,Datum,Latitude,Longitude,PRV_WSHD_I,NHN_TWS_ID
2018,29930,Paramount Resources Ltd.,Paramount KAYBOBS 06-35-058-18 W5M,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.055708,-116.568478,AB-17010501,07AE
2021,29931,BURNCO Rock Products Ltd,Penticton Ready Mix,,,Penticton,BC,V2A 7N1,"Cement, Lime and Other Non-Metallic Minerals",WGS84,49.48605,-119.60277,BC_161,08NM
2020,29932,Vermilion Energy Inc.,SKBTB4L0416,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.041313,-102.535221,NA,05ND
2020,29933,Vermilion Energy Inc.,SKBTB4L3698,,,,AB,,Conventional Oil and Gas extraction,WGS84,49.157368,-110.443042,AB-02020103,11AA
2020,29934,Vermilion Energy Inc.,SKBTB4L2251,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.07081,-102.535284,NA,05ND
2021,29935,McAsphalt Industries Ltd.,Regina Terminal,,,Regina,SK,S4N 0S5,Petroleum and Coal Product Refining and Mfg.,WGS84,50.449448,-104.588828,NA,05JF
2018,29936,Rife Resources Ltd.,Rife Lashburn West Multiwell 13-04,400 - 144 4th avenue Avenue Southwest,,CALGARY,SK,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.203482,-109.610194,NA,05EF
2017,29937,Rife Resources Ltd.,Rife Lindberg 03-26-054,400 - 144 4th Ave. Avenue Southwest,,CALGARY,AB,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.688064,-110.783537,AB-11040101,05EE
2018,29938,Rife Resources Ltd.,Rife Soda Lake 01-20,400 - 144 4th Avenue Southwest,,CALGARY,SK,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.061384,-109.47024,NA,05FF
2018,29939,Rife Resources Ltd.,Rife Soda Lake 08-20,400 - 144 4th avenue Avenue Southwest,,CALGARY,SK,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.065002,-109.470243,NA,05FF
2018,29940,Rife Resources Ltd.,Rife Soda Lake 16-17,400 - 144 4th Ave. Avenue Southwest,,CALGARY,SK,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.05777,-109.47024,NA,05FF
2021,29941,City of St. John's,Robin Hood Bay Regional Waste Management Facility,,,St. John's,NL,A1C 5M2,Waste Treatment and Disposal,WGS84,47.60422,-52.66763,NA,02ZM
2021,29942,Griffith Foods Limited,Scarborough Food Plant,,,Scarborough,ON,M1L 3J8,Other Manufacturing,WGS84,43.718929,-79.293831,ON-02HC-06,02HC
2021,29943,Spur Petroleum Ltd.,Simonette OBty 5-7,,,Calgary,AB,,Conventional Oil and Gas extraction,WGS84,54.34677,-117.74779,AB-18020602,07GF
2020,29944,Cequence Energy Ltd.,Simonette Wanyandie CS 4-27,,,GRANDE PRAIRIE,AB,,Conventional Oil and Gas extraction,WGS84,54.29971,-118.07189,AB-18020602,07GF
2017,29945,British Columbia Hydro and Power Authority,Site C Clean Energy Project,7007 269 Road,,FORT ST JOHN,BC,V0C1H0,Other (Except Manufacturing),WGS84,56.19565,-120.91419,BC_235,07FA
2020,29946,Cuda Energy Inc.,Sour Battery 09-35-022-26 W4M,,,WHEATLAND,AB,,Conventional Oil and Gas extraction,WGS84,50.916117,-113.493556,AB-04020901,05BM
2021,29947,Steinbach Class 1 Waste Disposal Ground,Steinbach Class 1 Waste Disposal Ground ,,,Steinbach,MB,R5G 0E4,Waste Treatment and Disposal,WGS84,49.49847,-96.67903,NA,05OE
2017,29948,Husky Oil Operations Limited,SWB 11-10-052-07W4,,,VERMILION RIVER,AB,,Conventional Oil and Gas extraction,WGS84,53.47704,-110.955536,AB-11040103,05ED
2017,29949,Tourmaline Oil Corp,Tourmaline Bonanza 09-10-081-10-W6,,,SADDLE HILLS,AB,,Conventional Oil and Gas extraction,WGS84,56.00883,-119.4654,AB-18010206,07FD
2017,29950,Tourmaline Oil Corp,Tourmaline Pad 14-13-051-19-W5,,,YELLOWHEAD COUNTY,AB,T0E1W0,Conventional Oil and Gas extraction,WGS84,53.40844,-116.67003,AB-17020102,07AF
2018,29951,Sintra inc.,Usine de Kirkland,3125 Saint-Charles Boulevard,,KIRKLAND,QC,H9H3B9,Petroleum and Coal Product Refining and Mfg.,WGS84,45.4519,-73.8514,NA,210
2017,29952,Vermilion Energy Inc.,Vermilion 01-33 Multi-Well Pad,,,TOWNSHIP 049,AB,,Conventional Oil and Gas extraction,WGS84,53.266977,-115.686913,AB-17030102,07BA
2020,29953,Vermilion Energy Inc.,SKBT0024989,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.200794,-102.54174,NA,05ND
2017,29954,Vermilion Energy Inc.,Vermilion HZ 02-23,,,TOWNSHIP 002,SK,,Conventional Oil and Gas extraction,WGS84,49.148394,-102.57458,NA,05ND
2021,29955,Coalspur Mines (Operations) Ltd.,Vista Mine,,,Hinton,AB,T7V 1X5,Mining and Quarrying,WGS84,53.40716,-117.3782,AB-17020101,07AF
2021,29956,Pembina Pipeline Corporation,WASKAHIGAN MGS 10-29-062-23W5,,,Waskahigan,AB,,Conventional Oil and Gas extraction,WGS84,54.394095,-117.410626,AB-18020703,07GG
2021,29957,Hammond Manufacturing Co Ltd.,Wilbert,,,Guelph,ON,N1K 0A4,Other Manufacturing,WGS84,43.545,-80.315,ON-02GA-09,02GA
2021,29958,Pretium Resources Inc.,Wildfire Camp,,,Stewart,BC,V0T 1W0,Other (Except Manufacturing),WGS84,56.51956,-129.50233,BC_97,08DA
2017,29959,Husky Oil Operations Limited,WILDMERE C PAD 09-24-048-05W4,,,VERMILION RIVER,AB,,Conventional Oil and Gas extraction,WGS84,53.155971,-110.593446,AB-09030103,05FE
2019,29960,Gear Energy Ltd.,Wildmere Pad 16-02-048-07 W4M,,,WILDMERE,AB,,Conventional Oil and Gas extraction,WGS84,53.11587,-110.910117,AB-09030102,05FE
2017,29961,Husky Oil Operations Limited,WILDMERE SWB 08-19-048-04W4,,,VERMILION RIVER,AB,,Conventional Oil and Gas extraction,WGS84,53.152376,-110.569064,AB-09030103,05FE
2020,29962,Vermilion Energy Inc.,SKBTB4L0159,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.01227,-101.63914,NA,05NF
2020,29963,Vermilion Energy Inc.,SKBT0017540,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.07144,-101.52737,NA,05NF
2017,29964,NEP Canada ULC,Woodbend 09-16-050-26 W4M ,,,LEDUC,AB,,Conventional Oil and Gas extraction,WGS84,53.317794,-113.735625,AB-11020201,05DF
2021,29965,Lafarge Canada Inc. - EAST,Woodstock Grinding Terminal,,,Ingersoll,ON,N5C 3J5,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.096656,-80.88436,ON-02GD-08,02GD
2021,29966,Quantum Lifecycle Partners LP,Quantum Lifecycle Partners LP Toronto,,,North York,ON,M9L 2X3,Waste Treatment and Disposal,WGS84,43.733942,-79.655596,NA,02HC
2021,29967,Journey Energy Inc.,02-09-047-03 W5M Poplar Creek Battery,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.7357,-115.540813,AB-17030202,07BB
2017,29978,Northern Alberta Institute of Technology,NAIT - Main Campus,11762 106 street Street,,EDMONTON,AB,T5G2R1,Other (Except Manufacturing),WGS84,53.5678,-113.5059,AB-11030101,05EB
2020,29979,Cargill Case Ready,Cargill Case Ready Calgary ,,,Calgary,AB,T3J 4X7,Other Manufacturing,WGS84,51.14944,-114.00859,AB-04020803,05BH
2021,29980,Whitecap Resources Inc.,Hastings 14-33-003-01W2 MWB,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.259,-102.087675,NA,05NF
2017,29982,Rife Resources Ltd.,Rife Furness 3-15,400 - 144 4th avenue Avenue Southwest,,CALGARY,SK,T2P3N4,Conventional Oil and Gas extraction,WGS84,53.134449,-109.872488,NA,05EF
2021,29983,Canadian Natural Upgrading Ltd,CNUL Cliffdale Facilities,,,Peace River,AB,T8S 1V1,Conventional Oil and Gas extraction,WGS84,56.3,-116.55,AB-18010302,07HA
2021,29984,"Howa Canada Manufacturing, Inc.",Howa Canada Alliston,,,Alliston,ON,L9R 2B7,Transportation Equipment Mfg.,WGS84,44.13917,-79.86634,ON-02ED-11,02ED
2021,29985,Strategic Aviation Services Ltd,Strategic Aviation Services - Penticton Airport,,,Penticton,BC,V1J 4H9,Other (Except Manufacturing),WGS84,49.4606,-119.6052,BC_161,08NM
2020,29986,GFL Environmental Inc.,Les Entreprises Environementales de Pierrefonds,16795 Oakwood Street,,PIERREFONDS,QC,H9H 5K7,Waste Treatment and Disposal,WGS84,45.466448,-73.867009,NA,210
2021,29987,Strategic Aviation Services Ltd,Strategic Aviation Services - Fort St.John Airport,,,Fort St.John,BC,V1J 4H9,Other (Except Manufacturing),WGS84,56.2456,-120.7351,BC_235,07FA
2021,29988,Strategic Aviation Services Ltd,Strategic Aviation Services - Grande Prairie Airport,,,Grande Prairie,AB,T8V 7Z5,Other (Except Manufacturing),WGS84,55.1767,-118.8738,AB-18020503,07GE
2021,29989,Strategic Aviation Services Ltd,Strategic Aviation Services - Yellowknife Airport,,,Yellowknife,NT,X1A 2T3,Other (Except Manufacturing),WGS84,62.4708,-114.438,NA,07SB
2021,29990,Strategic Aviation Services Ltd,Strategic Aviation Services - Kelowna Airport,,,Kelowna,BC,V1V 1S1,Other (Except Manufacturing),WGS84,49.9569,-119.3787,BC_161,08NM
2021,29991,Strategic Aviation Services Ltd,Strategic Aviation Services - Fort McMurray Airport,,,Fort McMurray,AB,T9H 0G3,Other (Except Manufacturing),WGS84,56.6492,-111.23,AB-17060201,07CD
2019,29992,VersaCold Logistics Services,Gary Ray,10 Gary Ray  Drive,,TORONTO,ON,M9L 1P1,Other (Except Manufacturing),WGS84,43.7705,-79.53681,ON-02HC-02,02HC
2021,29993,Airfoam Industries Ltd.,Airfoam Industries Ltd.,,,Surrey,BC,V3S 6K4,Plastics and Rubber,WGS84,49.10397,-122.68472,BC_103,08MH
2019,29994,Strategic Aviation Services Ltd,Strategic Aviation Services - Regina Airport,150502 - 5201 Regina Avenue,,REGINA,SK,S4W1B3,Other (Except Manufacturing),WGS84,50.4338,-104.6615,NA,05JF
2019,29995,Baytex Energy Ltd.,SKBT0014257,,,,SK,,Conventional Oil and Gas extraction,WGS84,51.55306,-109.31181,NA,05GB
2017,29996,Raging River Exploration Inc.,RRX Hoosier 03-13,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.75245,-109.98861,NA,05GA
2021,29997,Baytex Energy Ltd,ABBT0133707,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,51.78167,-110.19698,AB-07010103,05GA
2017,29998,Raging River Exploration Inc.,RRX 08-14 Battery,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.74143,-109.71675,NA,05GB
2017,29999,Raging River Exploration Inc.,RRX Provost 08-10,,,NA,AB,T4H5R6,Conventional Oil and Gas extraction,WGS84,51.90173,-110.33872,AB-07010103,05GA
2017,30000,Raging River Exploration Inc.,RRX Court 11-35,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.78874,-109.87047,NA,05HB
2017,30001,Raging River Exploration Inc.,RRX Dodsland 15-10,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.56023,-108.87214,NA,05GB
2018,30002,Crocotta Energy Inc.,Mica,,,DAWSON CREEK,BC,,Conventional Oil and Gas extraction,WGS84,56.03431,-120.09166,BC_82,07FD
2021,30003,543077 Alberta Ltd.,Sil Industrial Minerals Lamont Plant,,,Bruderheim,AB,T0B 0S0,Mining and Quarrying,WGS84,53.906162,-112.922805,AB-11030201,05EC
2021,30004,Baytex Energy Ltd,SKBT0001993,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,51.1197,-107.96649,NA,05HF
2017,30005,Raging River Exploration Inc.,RRX Rock Laporte 08-36,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.2618,-109.63513,NA,05HB
2021,30006,Nudura,Nudura Inc. AB,,,Coaldale,AB,T1M 0E4,Plastics and Rubber,WGS84,49.738095,-112.602345,AB-04010602,05AG
2019,30007,Global Egg Corporation,EggSolutions,283 Horner Avenue West,,ETOBICOKE,ON,M8Z4Y4,Other Manufacturing,WGS84,43.6059,-79.5222,NA,209
2019,30008,Global Egg Corporation,EggSolutions,115 Bonnie Crescent,,ELMIRA,ON,N3B2Z5,Other Manufacturing,WGS84,43.587854,-80.552824,ON-02GA-03,02GA
2018,30167,ARC Resources,Ante Creek Oil MWB 16-25-066-24W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.746961,-117.483335,AB-18020701,07GG
2020,30168,ARC RESOURCES LTD.,Attachie 13-14 PAD,,,,BC,,Conventional Oil and Gas extraction,WGS84,56.28833,-121.67828,BC_235,07FA
2018,30169,AlphaBow Energy Ltd.,CHIGWELL 14-13 Gas Plant,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.62122,-113.61752,AB-09010102,05FA
2018,30170,AlphaBow Energy Ltd.,HUSKY SHORNCLIFFE 7-21,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.45381,-110.94882,AB-09030201,05FD
2018,30171,AlphaBow Energy Ltd.,Pengrowth  DRAIG HANNA,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.62508,-111.86095,AB-08030102,05CG
2018,30172,AlphaBow Energy Ltd.,ROWLEY 13-20 GGS,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.58862,-112.5089,AB-08020204,05CE
2018,30173,AlphaBow Energy Ltd.,AMOCO TWINING BTY 4,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.70879,-113.34299,AB-08020202,05CE
2018,30174,AlphaBow Energy Ltd.,CHAUVCO PROVOST #1 4-27,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.46484,-111.36848,AB-09020101,05FC
2018,30175,AlphaBow Energy Ltd.,CHAUVCO PROVOST 2-32,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.4793,-111.54854,AB-09020202,05FC
2018,30176,AlphaBow Energy Ltd.,GLENCOE CHIGWELL VIKING UNIT #1,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.62845,-113.60567,AB-09010101,05FA
2018,30009,Petrus Resources Ltd.,Soloman 08-28 Gas Battery,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.51008,-118.08186,AB-17010302,07AC
2017,30010,Canadian Natural Resources Limited,Cliffdale Compressor Station 03-25-084-17W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,56.306556,-116.554099,AB-18010302,07HA
2019,30011,Whitecap Resources Inc.,Parkland 12-30-015-28W4 (100/04-36) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.297143,-113.87068,AB-04010502,05AC
2018,30012,Whitecap Resources Inc.,100/12-02-064-02W6/0 (13-01) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.510668,-118.198403,AB-18020603,07GF
2018,30013,Whitecap Resources Inc.,100/13-18-067-08W6/2 (13-07) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.805146,-119.217654,AB-18020304,07GC
2018,30014,Whitecap Resources Inc.,100/16-07-067-08W6/0 (16-06) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.777254,-119.20494,AB-18020304,07GC
2018,30015,Whitecap Resources Inc.,100/16-21-067-08W6/0 (12-21) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.819625,-119.147963,AB-18020304,07GC
2021,30016,Whitecap Resources Inc.,Whiteside 04-07-030-26W3 (101/04-12) SWB,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,51.549364,-109.680847,NA,05GB
2018,30017,Whitecap Resources Inc.,101/09-05-033-22W3/0 (6D9-6) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.803362,-109.078604,NA,05GB
2018,30018,Whitecap Resources Inc.,102/06-10-067-08W6/0 (02-08) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.783322,-119.135093,AB-18020304,07GC
2018,30019,Whitecap Resources Inc.,102/14-33-066-08W6/0 (03-05) SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.761604,-119.148899,AB-18020304,07GC
2018,30020,Whitecap Resources Inc.,CAPIO GULL LAKE 9-25-13-20-W3 BTY,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,50.115165,-108.601451,NA,05HC
2021,30021,Whitecap Resources Inc.,Karr 16-12-066-04W6 BTY,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,54.70314,-118.45587,AB-18020201,07GB
2021,30022,Whitecap Resources Inc.,Whiteside 16-28-029-25W3 BTY,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,51.516681,-109.452546,NA,05GB
2018,30023,Whitecap Resources Inc.,WHITECAP BOUNDARYLAKE 05-17-084-13 002,,,NA,BC,,Conventional Oil and Gas extraction,WGS84,56.28183,-120.02414,BC_117,07FD
2018,30024,Whitecap Resources Inc.,WHITECAP PEMBINA 16-29-45-6W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.914858,-114.826445,AB-11020101,05DE
2018,30025,Whitecap Resources Inc.,Whiteside 03-35-030-25W3 MWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.607707,-109.41719,NA,05GB
2018,30026,Aspenleaf Energy Limited,ASPENLEAF HZ SWANH (16-21) 2-23-67-8,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.81928,-115.14816,AB-17040303,07BK
2021,30027,Aspenleaf Energy Ltd.,NEP CANADA ULC 13-08 Oil Battery,,,Leduc,AB,,Conventional Oil and Gas extraction,WGS84,53.21764,-113.63378,AB-11020203,05DF
2021,30030,Rising Star Resources Ltd.,MIRAGE 04-20-79-07W6,,,na,AB,,Conventional Oil and Gas extraction,WGS84,55.856171,-119.067173,AB-18010207,07FD
2021,30031,Rising Star Resources Ltd.,PCP RYCROFT BTY #1,,,na,AB,,Conventional Oil and Gas extraction,WGS84,55.67037,-118.72687,AB-18010211,07FD
2021,30032,Rising Star Resources Ltd.,Petrus 06-21-081-25W500,,,na,AB,,Conventional Oil and Gas extraction,WGS84,56.03422,-117.854072,AB-18010209,07FD
2019,30033,Rising Star Resources Ltd.,Tangent 8-4-81-24W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,55.99071,-117.684768,AB-18010209,07FD
2021,30034,Caltex Resources Ltd.,Provost 13-17,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.18487,-110.12087,AB-07010107,05GA
2021,30035,Caltex Resources Ltd.,Main Bodo 03-20,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.188489,-110.114989,AB-07010107,05GA
2019,30036,Caltex Resources Ltd.,NORCEN BODO 11B-20,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.19547,-110.11423,AB-07010107,05GA
2018,30037,Caltex Resources Ltd.,PENGROWTH Provo 13-17-37-1 CR-O SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.18462,-110.12011,AB-07010107,05GA
2019,30038,Caltex Resources Ltd.,PROVOST 105/11-17-037-01W4/00,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.181256,-110.114989,AB-07010107,05GA
2019,30039,Caltex Resources Ltd.,PROVOST 106/14-17-037-01W4/00,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.184873,-110.114989,AB-07010107,05GA
2018,30040,Caltex Resources Ltd.,PROVOST 12-20-037-01W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.195719,-110.120869,AB-07010107,05GA
2018,30041,Bonavista Energy Corporation,15-03 KIMBERLEY-LEEDALE GGS,,,WILSONCR,AB,,Conventional Oil and Gas extraction,WGS84,52.679219,-114.492828,AB-08010302,05CC
2021,30042,Bonavista Energy Corporation,FAIRBORNE HZ PINE CK 16-3-56-19,,,MED LODGE,AB,,Conventional Oil and Gas extraction,WGS84,53.56453,-116.71971,AB-17020101,07AF
2021,30043,Bonavista Energy Corporation,FERRYBANK GGS 01-01-042-28W4,,,MORNSIDE,AB,,Conventional Oil and Gas extraction,WGS84,52.586644,-113.902604,AB-09010101,05FA
2021,30044,Bonavista Energy Corporation,WILGRN 01-33-041-05W5 GGS,,,WG 3-28,AB,,Conventional Oil and Gas extraction,WGS84,52.568598,-114.652561,AB-08010302,05CC
2018,30045,Bonavista Energy Corporation,WILLESDEN 01-26-42-5W5/0,,,WG 16-12,AB,,Conventional Oil and Gas extraction,WGS84,52.641624,-114.604776,AB-08010302,05CC
2021,30046,Bonavista Energy Corporation,WILLGREEN 102/10-10-041-05W5 GGS,,,WG 3-28,AB,,Conventional Oil and Gas extraction,WGS84,52.517678,-114.634219,AB-08010302,05CC
2018,30048,Whitecap Resources Inc.,05-23-067-08W6 MWGB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.81241,-119.115863,AB-18020304,07GC
2018,30049,Whitecap Resources Inc.,101/04-01-014-20W3/0 (8A4-12) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,50.137165,-108.618292,NA,05HC
2018,30050,Whitecap Resources Inc.,101/04-12-030-26W3/0 (4B4-7) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.549388,-109.540198,NA,05GB
2018,30051,Whitecap Resources Inc.,101/04-20-028-24W3/0 (1C4-21) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.403843,-109.352658,NA,05GB
2018,30052,Whitecap Resources Inc.,101/04-22-011-19W3/0 (1C4-23) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,49.918587,-108.527289,NA,05HD
2018,30053,Whitecap Resources Inc.,101/07-28-033-23W3/0 (3A2-33) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.85798,-109.202669,NA,05GB
2018,30054,Whitecap Resources Inc.,101/08-15-011-19W3/0 (5C5-15) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,49.907783,-108.510554,NA,05HD
2018,30055,Whitecap Resources Inc.,101/08-30-033-23W3/0 (3A8-25) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.858023,-109.244146,NA,05GB
2018,30056,Whitecap Resources Inc.,101/12-06-014-19W3/0 (4A9-12) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,50.15864,-108.60059,NA,05HC
2018,30057,Whitecap Resources Inc.,101/12-18-014-19W3/0 (4B5-7) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,50.17349,-108.595489,NA,05HC
2018,30058,Whitecap Resources Inc.,101/13-25-029-24W3/0 (4B13-30) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.51126,-109.250208,NA,05GB
2018,30059,Whitecap Resources Inc.,101/15-24-015-17W3/0 (4A3-36) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,50.27901,-108.213141,NA,05HC
2018,30060,Whitecap Resources Inc.,101/15-34-029-25W3/0 (3A7-34) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,51.531134,-109.434833,NA,05GB
2018,30061,Whitecap Resources Inc.,101/16-29-014-19W3/0 (2C13-21) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,50.206327,-108.555886,NA,05HA
2018,30063,Whitecap Resources Inc.,102/04-35-033-24W3/0 (1C4-36) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.868817,-109.308867,NA,05GB
2018,30064,Whitecap Resources Inc.,102/09-14-011-19W3/0 (1C9-15) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,49.911345,-108.487678,NA,05HD
2018,30065,Whitecap Resources Inc.,103/09-15-011-19W3/0 (5C12-15) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,49.911351,-108.510433,NA,05HD
2018,30066,Whitecap Resources Inc.,105/08-28-033-23W3/0 (2D1-33) SWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.867226,-109.193741,NA,05GB
2018,30067,Whitecap Resources Inc.,KINDERSLEY 4-26,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.50547,-109.28175,NA,05GB
2018,30068,Whitecap Resources Inc.,ATCOR PEMBINA 16-16,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.05934,-114.66219,AB-11020103,05DE
2018,30069,Whitecap Resources Inc.,CAPIO N Premier HZ 2C5-6/3B8-2-15-19,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,50.22798,-108.47599,NA,05HA
2021,30070,Whitecap Resources Inc.,EPEM West 12-21-048-05W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.15749,-114.68024,AB-11020103,05DE
2018,30071,Whitecap Resources Inc.,DODSLAND 3B2-24-32-23,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.75242,-109.12989,NA,05GB
2018,30072,Whitecap Resources Inc.,ESSO CYN-PEM 9-3,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.46276,-115.52783,AB-17030101,07BA
2021,30073,Whitecap Resources Inc.,West Pembina 08-21-049-11W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.24118,-115.53979,AB-17030101,07BA
2018,30074,Whitecap Resources Inc.,HUSKY SUFFIELD 91/03-01-014-20W3 SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,50.137154,-108.612676,NA,05HC
2021,30075,Whitecap Resources Inc.,West Pembina 04-23-051-10W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.41179,-115.37399,AB-17030101,07BA
2021,30076,Whitecap Resources Inc.,West Pembina 14-05-049-11W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.20485,-115.57621,AB-17030102,07BA
2021,30077,Whitecap Resources Inc.,West Pembina 07-13-050-11W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.31402,-115.47268,AB-17030101,07BA
2018,30078,Whitecap Resources Inc.,IMPERIAL PEMBINA 8-10,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.29938,-115.51541,AB-17030101,07BA
2021,30079,Whitecap Resources Inc.,West Pembina 06-03-051-10W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.37185,-115.3925,AB-17030101,07BA
2018,30080,Whitecap Resources Inc.,INVICTA KINDERSLEY 16-35-29-24,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.53079,-109.26439,NA,05GB
2021,30081,Whitecap Resources Inc.,Premier 16-11-015-19W3 BTY,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,50.24606,-108.50485,NA,05HA
2021,30082,Whitecap Resources Inc.,EPEM East 04-27-047-02W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.077852,-114.217957,AB-09010101,05FA
2021,30083,Whitecap Resources Inc.,EPEM East 15-21-049-04W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.249709,-114.520727,AB-11020101,05DE
2018,30084,Whitecap Resources Inc.,PENNZOIL GARRINGTON UNIT NO. 3,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.94224,-114.47612,AB-08010201,05CB
2018,30085,Whitecap Resources Inc.,RENAISSANCE N PREMIER DD 3B7-1-4B7-1,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,50.22798,-108.48759,NA,05HA
