Facility_I,Owner_Name,System_Nam,City,Province__,Postal_Cod,Owner_Type,Operator_T,Average_Da,Method_of_,Descriptio,Chlorine_U,System_Typ,Treatment_,Other_Trea,Discharge_,Is_the_hyd,Reporting_,Averaging_,Latitude,Longitude,Verificati,Type_of_Po,Name_of_bo,Name_of_th,Descript_1,Descript_2,System_sta,PRV_WSHD_I,NHN_TWS_ID,Averaging_Period,Year_Most_Recent,Average_Daily_Effluent_Volume_m3,Total_volume_of_effluent_deposited_in_cubic_metres_m3_for_averaging_period_,Average_CBOD_mgL_for_averaging_period,CBOD_Compliance,Average_suspended_solids_mgL_for_averaging_period,Suspended_Solids_Compliance
24344,Ville de Waterloo,Station d'épuration Waterloo,Waterloo,Quebec,J0E2N0,Municipal or another local authority,Other,4600,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Quarterly,Quarterly,45.3552,-72.5105,Verified,Final Discharge Point,Rivière Yamaska,Rivière Yamaska,Sport fishing,Other,operational,NA,02OG,Quarterly,2021,4298.8,392518.475,3.725,-21.275,10.45,-14.55
25761,Ville de Waterville,usine épuration,Waterville,Quebec,J0B3H0,Municipal or another local authority,Municipal or another local authority,910,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,45.2823,-71.8991,Estimated,Final Discharge Point,rivière Coaticook,rivière Coaticook,Industrial (e.g. hydro-electric),Watercourse with bulk flow ratio < 10,operational,NA,02OE,Annually,2021,735,268597,5,-20,9.2,-15.8
25441,Ville d'Hudson,Usine d'épuration,Hudson,Quebec,J0P1H0,Municipal or another local authority,Municipal or another local authority,350,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Sequencing Batch Reactor, Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,45.4632,-74.1349,Verified,Final Discharge Point,Lac des Deux Montagnes,Effluent RBS,Other recreational (e.g. boating),Watercourse with bulk flow ratio > 100,operational,ON-02LB-01,02OA,Quarterly,2021,418.4666667,38076.43333,0.966666667,-24.03333333,3.333333333,-21.66666667
25156,Ville La Pocatiere,Usine d'épuration,La Pocatiere,Quebec,G0R1Z0,Municipal or another local authority,Municipal or another local authority,4436,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Screening, Lagoons - Aerated, Lagoon - Aerobic",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,47.3786,-70.0424,Estimated,Final Discharge Point,Fleuve St-Laurent,Fleuve St-Laurent,Other,Watercourse with bulk flow ratio > 100,operational,NA,210,Quarterly,2021,4016.475,366398.95,7.35,-17.65,7.975,-17.025
23948,Ville Lac-Mégantic,Usine de traitement des eaux usées de la ville de Lac-Mégantic,Lac-Mégantic,Quebec,G6B 2S3,Municipal or another local authority,Municipal or another local authority,4354,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,45.5808,-70.8736,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,02PJ,Quarterly,2021,3184.225,290195.525,10.7,-14.3,12.225,-12.775
24229,ville Sainte-Marie,Étangs aérés Sainte-Marie,Sainte-Marie,Quebec,G6E3Z3,Municipal or another local authority,Other,7641,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Lagoons - Aerated, Storage Ponds, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,46.4755,-71.043,Verified,Final Discharge Point,Rivière Chaudière,Rivière Chaudière,Drinking water source,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,02PJ,Quarterly,2021,5618.575,512361.85,5.55,-19.45,11.075,-13.925
24200,Ville Saint-Ephrem,Étangs aérés Saint-Ephrem,Saint-Ephrem,Quebec,G0M1R0,Municipal or another local authority,Other,970,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Annually,Annually,46.0735,-70.9441,Verified,Final Discharge Point,NA,Rivière Hamel,Sport fishing,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,02PJ,Quarterly,2021,745.925,67780.55,5.25,-19.75,12.55,-12.45
25318,Ville Saint-Joseph-de-Beauce,Station épuration,Saint-Joseph-de-Beauce,Quebec,G0S2V0,Municipal or another local authority,Municipal or another local authority,3364,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,46.3366,-70.9184,Verified,Final Discharge Point,Rivière Chaudière,Rivière Chaudière,Other,Watercourse with bulk flow ratio < 10,operational,NA,02PJ,Quarterly,2021,2810.35,256092.9,6.75,-18.25,15.45,-9.55
24005,Ville Saint-Prosper,Étangs aérés  Saint-Prosper,Saint-Prosper,Quebec,G0M1Y0,Municipal or another local authority,Other,1424,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Annually,Annually,46.2252,-70.524,Verified,Final Discharge Point,Rivière Des Abénaquis,Rivière Des Abénaquis,Sport fishing,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,02PJ,Annually,2021,1423.2,520401,2.7,-22.3,6.9,-18.1
23906,Ville St Pascal,Étangs aérés St Pascal,St Pascal,Quebec,G0L1M0,Municipal or another local authority,Other,1867,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Lagoons - Aerated",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Annually,Annually,47.5354,-69.8272,Verified,Final Discharge Point,Rivière Kamouraska,Rivière Kamouraska,Commercial fishing,Watercourse with bulk flow ratio > 100,operational,NA,02PG,Annually,2021,2028,741116,6.5,-18.5,11.8,-13.2
24335,Ville Témiscouata-sur-le-Lac,Épuration Cabano,Témiscouata-sur-le-Lac,Quebec,G0L 1E0,Municipal or another local authority,Municipal or another local authority,2955,Determined on the basis of the system's average design rate of influent flow,NA,No,Continuous,"Screening, Lagoons - Aerated, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Quarterly,Quarterly,47.6706,-68.8757,Verified,Final Discharge Point,Lac Témiscouata,Lac Témiscouata,Sport fishing,Natural lake,operational,NA,01AD,Quarterly,2021,2055.075,187314.275,4.525,-20.475,8.75,-16.25
24336,Ville Témiscouata-sur-le-Lac,Épuration NDDL,Témiscouata-sur-le-Lac,Quebec,G0L 1X0,Municipal or another local authority,Municipal or another local authority,1350,Determined on the basis of the system's average design rate of influent flow,NA,No,Continuous,"Grit Removal, Screening, Extended Aeration Activated Sludge, Biological Phosphorus Removal, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,47.6135,-68.7899,Verified,Final Discharge Point,Lac Témiscouata,Lac Témiscouata,Contact recreational (e.g. swimming),Natural lake,operational,NA,01AD,Quarterly,2021,1081.45,98477.925,4.75,-20.25,21.4,-3.6
502640,Weedon,Ouvrage municipal d'assainissement des eaux usées de Weedon,Weedon,Quebec,NA,Municipal or another local authority,Municipal or another local authority,1398.8,NA,NA,NA,NA,Lagoons - Aerated,NA,NA,NA,Annually,Annually,45.689547,-71.457538,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,02OE,Annually,2021,776.1,283893,3.1,-21.9,8.3,-16.8
502641,Weedon,Ouvrage municipal d'assainissement des eaux usées de Weedon (Saint-Gérard),Weedon,Quebec,NA,Municipal or another local authority,Municipal or another local authority,352.1,NA,NA,NA,NA,Lagoons - Aerated,NA,NA,NA,Annually,Annually,45.757232,-71.40284,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,02OE,Annually,2021,255.5,93482,6.1,-18.9,16.8,-8.3
502650,Yamachiche,Ouvrage municipal d'assainissement des eaux usées de Yamachiche,Yamachiche,Quebec,NA,Municipal or another local authority,Municipal or another local authority,656.9,NA,NA,NA,NA,Lagoons - Aerated,NA,NA,NA,Annually,Annually,46.272535,-72.855678,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,210,Annually,2021,583.8,213360,6.5,-18.5,15.2,-9.8
59864,501 Utility Authority Inc,501 Utility Authority Inc,Paradise Hill,Saskatchewan,S0M 2G0,Municipal or another local authority,Municipal or another local authority,341,Estimate based on the measured rate of influent flow,NA,No,Intermittent,Lagoon Aerated,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Yearly,53.5595,-109.2926,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05EF,Annually,2021,329.4,174795.5,4.1,-20.9,17.8,-7.2
1258,Cameco Corporation,Cigar Lake Operation,Saskatoon,Saskatchewan,S7M1J3,Other,Other,115.6,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,58.0613,-104.5608,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,07LB,NA,NA,NA,NA,NA,NA,NA,NA
23516,City of Humboldt,Humboldt Wastewater Works,Humboldt,Saskatchewan,S0K 2A0,Municipal or another local authority,Municipal or another local authority,1005,Other method of calculation based on measurements,Based on Metered Water Consumption,No,Intermittent,"Lagoons - Aerated, Lagoon - Anaerobic, Lagoon - Facultative, Chemical Precipitation (Phosphorus)",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.3799,-102.5604,Estimated,Final Discharge Point,Stoney Lake,Stoney Lake,Other recreational (e.g. boating),Natural lake,operational,NA,05JM,Annually,2021,1311.2,324458,4.3,-20.7,10.3,-14.7
25509,City of Lloydminster,Lloydminster Wastewater Treatment Plant,Lloydminster,Saskatchewan,T9V 0W2,Municipal or another local authority,Municipal or another local authority,10241,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Lagoons - Aerated",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Quarterly,Quarterly,53.3139,-109.9672,Verified,Final Discharge Point,North Saskatchewan River,North Saskatchewan River,Drinking water source,Watercourse with bulk flow ratio > 100,operational,NA,05EF,Quarterly,2021,11260.6,892323,11.35,-13.65,9.525,-15.475
23521,City of Martensville,Martensville WW Treatment,Martensville,Saskatchewan,S0K2T0,Municipal or another local authority,Municipal or another local authority,2801,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Intermittent,"Lagoons - Aerated, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.2692,-106.6545,Estimated,Final Discharge Point,South Saskatchewan River,South Saskatchewan River,Other,Watercourse with bulk flow ratio > 100,operational,NA,05HH,Annually,2021,3525.9,572700,5.2,-19.8,15.4,-9.6
26991,City of Meadow Lake,Meadow Lake Wastewater Treatment,Meadow Lake,Saskatchewan,S9X 1Y5,Municipal or another local authority,Municipal or another local authority,1500,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Screening, Lagoons - Aerated, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,54.1134,-108.4641,Verified,Final Discharge Point,Backwater Creek,Backwater Creek,Other,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,06AD,Annually,2021,2530.1,714280,3.4,-21.6,2.4,-22.6
25576,City of Melfort,City of Melfort Lagoon,Melfort,Saskatchewan,S0E1A0,Municipal or another local authority,Municipal or another local authority,145,Estimate based on the measured rate of influent flow,NA,No,Intermittent,Lagoon - Non-aerated,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.88,-104.593,Verified,Final Discharge Point,Melfort Creek,Melfort Creek,Other,Other,operational,NA,05KB,Annually,2020,366.5,113535,4.2,-20.8,7.7,-17.3
23797,City of Melville,City of Melville Waste Water Works,Melville,Saskatchewan,S0A 2P0,Municipal or another local authority,Municipal or another local authority,1894,Estimate based on the measured rate of influent flow,NA,No,Intermittent,Lagoon - Non-aerated,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.9358,-102.7949,Estimated,Final Discharge Point,NA,NA,NA,NA,operational,NA,05MB,Annually,2021,2.9,317880,4.4,-20.6,18,-7
22423,City of Moose Jaw,City of Moose Jaw WWTP,Moose Jaw,Saskatchewan,S6H 3J8,Municipal or another local authority,Municipal or another local authority,6578,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Activated Sludge, Extended Aeration Activated Sludge, Storage Ponds, Biological Nitrogen Removal - Nitrification and Denitrification, Biological Nutrient Removal (Nitrogen and Phosphorus), Chemical Precipitation (Phosphorus), Dis",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,50.3899,-105.5076,Estimated,Final Discharge Point,Moose Jaw River,Moose Jaw River,Agriculture (e.g irrigation),Fish spawning area within 1500 m,operational,NA,05JE,Quarterly,2021,4374.9,174416.25,1,-24,2.325,-22.675
23213,City of NorthBattleford,CNB WWTP,NorthBattleford,Saskatchewan,S9A2Y6,Municipal or another local authority,Municipal or another local authority,5800,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Biological Nutrient Removal (Nitrogen and Phosphorus), Other Treatment, Disinfection",Final clarifiers,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,52.7468,-108.2693,Estimated,Final Discharge Point,North Saskatchewan River,North Saskatchewan River,Other,Other,operational,NA,05EG,Quarterly,2021,5373.2,443108.125,4.2,-20.8,8.125,-16.875
21192,City of Prince Albert,JW Oliver Waste Water Plant,Prince Albert,Saskatchewan,S6V0E7,Municipal or another local authority,Municipal or another local authority,14050,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,53.2075,-105.6891,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05GG,Quarterly,2021,12514.2,1131879.925,4.25,-20.75,8.675,-16.325
7436,City of Regina,Wastewater Facility,Regina,Saskatchewan,S4M0A1,Municipal or another local authority,Municipal or another local authority,70000,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Skimming, Lagoons - Aerated, Lagoon - Aerobic, Storage Ponds, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Quarterly,Monthly,50.4767,-104.7531,Verified,Final Discharge Point,Wascana Creek,Wascana Creek,NA,NA,operational,NA,05JF,Monthly,2021,61013.1,1990839.167,3.391666667,-21.60833333,9.391666667,-15.60833333
12876,City of Saskatoon,WASTEWATER TREATMENT PLANT,Saskatoon,Saskatchewan,S7K6Z7,Municipal or another local authority,Municipal or another local authority,85000,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Phosphorus Removal, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Monthly,52.1827,-106.6033,Verified,Final Discharge Point,South Saskatchewan River,South Saskatchewan River,Drinking water source,NA,operational,NA,05HH,Monthly,2021,78975.2,2359859.1,3.491666667,-21.50833333,7.291666667,-17.70833333
23522,City of Swift Current,SCWWTP,Swift Current,Saskatchewan,S9H5M5,Municipal or another local authority,Municipal or another local authority,5000,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Grit Removal, Screening, Activated Sludge, Lagoon - Facultative, Biological Nutrient Removal (Nitrogen and Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,50.3068,-107.7604,Verified,Final Discharge Point,Swift Current Creek,Swift Current Creek,Agriculture (e.g irrigation),Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05HD,Quarterly,2021,4037.7,205710.25,2.5,-22.5,3.925,-21.075
23815,City of Warman,Warman lagoon,Warman,Saskatchewan,S0K4S0,Municipal or another local authority,Municipal or another local authority,4988,Other method of calculation based on measurements,Based on releasing effluent for a 3 week period this would be the daily volume,No,Intermittent,Lagoon - Non-aerated,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,52.3109,-106.5398,Verified,Final Discharge Point,South Saskatchewan River,NA,Agriculture (e.g irrigation),Open marine waters,operational,NA,05HH,Annually,2021,1759.4,593933,7.5,-17.5,25.5,0.5
23385,City of Weyburn,Weyburn Lagoon,Weyburn,Saskatchewan,S4H 2K6,Municipal or another local authority,Municipal or another local authority,4252,Other method of calculation based on measurements,measured during release,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,49.5416,-103.7621,Estimated,Final Discharge Point,Souris river,Weyburn Lagoon,Other,Natural wetland,operational,NA,05NB,Annually,2021,2367.9,350763,5.3,-19.7,3.7,-84.3
25533,City of Yorkton,H.M. Bailey Water Pollution Control Plant,Yorkton,Saskatchewan,S3N 2W3,Municipal or another local authority,Municipal or another local authority,9546,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Other Treatment",Final Clarification,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,51.2402,-102.4439,Estimated,Final Discharge Point,Whitesand River,Yorkton Creek,Other,Natural wetland,operational,NA,05MB,Quarterly,2021,6977.9,567798.75,6.625,-18.375,10.675,-14.325
60148,Cote First Nation Lagoon,Cote First Nation Lagoon,Kamsask,Saskatchewan,S0A 1S0,NA,NA,100,Estimate based on generally accepted engineering practices,NA,Yes,Intermittent,"Lagoon - Aerated, No Treatment",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Annually,Annually,51.641,-101.9321,Verified,Final Discharge Point,NA,NA,Drinking water source,Reservoir,operational,NA,05MC,NA,NA,NA,NA,NA,NA,NA,NA
60160,Cumberland House Cree Nation,Cumberland House Cree Nation,Cumberland House,Saskatchewan,S0E 0S0,NA,NA,275,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Annually,53.9353,-102.253,Verified,Final Discharge Point,Saskatchewan River,NA,Sport fishing,Watercourse with bulk flow ratio > 100,operational,NA,05KH,NA,NA,NA,NA,NA,NA,NA,NA
56338,Flying Dust First Nation,Flying Dust Lagoon,Meadow Lake,Saskatchewan,S9X 1T8,Municipal or another local authority,Municipal or another local authority,119,Other method of calculation based on measurements,NA,No,Intermittent,Lagoon Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Yearly,54.1722,-108.3677,Verified,Final Discharge Point,Meadow River,Meadow River,Other,Other,operational,NA,06AD,Annually,2021,119,3000,10.9,-14.1,42.6,17.6
25736,Northern Village of Buffalo Narrows,Buffalo Narrows Lagoon,Buffalo Narrows,Saskatchewan,S0M 0J0,Municipal or another local authority,Municipal or another local authority,218,Other method of calculation based on measurements,Volume calculated from storage cells discharged,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.8483,-108.4962,Verified,Final Discharge Point,Big Peter Pond,Big Peter Pond,Contact recreational (e.g. swimming),Natural lake,operational,NA,06BA,Annually,2021,47.1,29978.5,3.1,-21.9,1,-24
25216,Northern Village of Green Lake,Green Lake Lagoon,Green Lake,Saskatchewan,S0M1B0,Municipal or another local authority,Municipal or another local authority,1036,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,54.3142,-107.7969,Verified,Final Discharge Point,Spruce Creek,Spruce Creek,Sport fishing,Fish spawning area within 1500 m,operational,NA,06AD,Annually,2021,150.3,60103,16,-9,11.6,-13.4
23651,Parks Canada Agency,Waskesiu Wastewater Treatment Plant,Waskesiu Lake,Saskatchewan,S0J 2Y0,Federal,Federal,86,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Lagoons - Aerated, Filtration, No treatment",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,53.9294,-106.0625,Verified,Final Discharge Point,NA,NA,Other,Natural lake,operational,NA,06CA,NA,NA,NA,NA,NA,NA,NA,NA
60166,Red Earth Cree Nation,Red Earth - Carrot River Lagoon,Red earth,Saskatchewan,S0E 1K0,NA,NA,65.7,Other method of calculation based on measurements,Based on raw water consumption,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Annually,53.4973,-102.8361,Verified,Final Discharge Point,Red Earth Lake,NA,Sport fishing,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05KC,NA,NA,NA,NA,NA,NA,NA,NA
60165,Red Earth Cree Nation,Red Earth - Natacam Lagoon,Red Earth,Saskatchewan,S0E 1K0,NA,NA,209,Other method of calculation based on measurements,Raw water consumption,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Annually,53.4625,-102.8651,Verified,Final Discharge Point,Read Earth Creek,NA,Sport fishing,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05KC,NA,NA,NA,NA,NA,NA,NA,NA
25632,Resort Village of Candle Lake,Resort Village of Candle Lake Wastewater System,Candle Lake,Saskatchewan,S0J 3E0,Municipal or another local authority,Municipal or another local authority,175,Other method of calculation based on measurements,Calculations from septic trucks hauling in and water use from Golf course subdvision.,No,Intermittent,Lagoon - Aerobic,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,53.7433,-105.2109,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05KE,Annually,2021,60.1,43000,14.7,-10.3,66,41
28013,SaskWater,Nipawin Regional Sewage Works,Nipawin,Saskatchewan,S0E 1E0,Provincial,Provincial,1861,Estimate based on the measured rate of influent flow,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,53.3503,-104.0474,Verified,Final Discharge Point,North Saskatchewan River,North Saskatchewan River,Other,Watercourse with bulk flow ratio > 100,operational,NA,05KD,Annually,2021,1863,806137,18.5,-6.5,22,-3
62065,SaskWater,Pierceland Sewage Works,Pierceland,Saskatchewan,S0M 2K0,Provincial,Provincial,110,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Annually,Annually,54.352,-109.784,Estimated,Final Discharge Point,Unnamed creek,NA,Other,Natural wetland,operational,NA,06AD,Annually,2021,110,14675,6.2,-18.8,14,-11
60163,Shoal Lake Cree Nation,Shoal Lake Cree Nation,Shoal Lake,Saskatchewan,S0E 1G0,NA,NA,239.8,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Annually,53.473,-102.6348,Verified,Final Discharge Point,Shoal Lake,NA,Sport fishing,Natural lake,operational,NA,05KC,NA,NA,NA,NA,NA,NA,NA,NA
25983,stanley mission,Stanley Mission Lagoon,Stanley Mission,Saskatchewan,S0J 2P0,NA,NA,763.2,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Other Treatment",integrated biological pond system,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.4046,-104.5819,Verified,Final Discharge Point,NA,NA,Other recreational (e.g. boating),Natural lake,operational,NA,06CD,Annually,2019,763.2,21369.6,5.8,-19.2,14,-11
30737,The Town of Wolseley,Wolseley Waste Water Facility,Wolseley,Saskatchewan,S0G 5H0,Municipal or another local authority,Municipal or another local authority,254,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,NA,Annually,Annually,50.472,-103.2553,Verified,Final Discharge Point,Qu'Appelle River,Qu'Appelle River,Other,Natural wetland,operational,NA,05JL,Annually,2021,111.7,54497,14.8,-10.2,94,69
25961,Town of Arcola,Lagoon,Arcola,Saskatchewan,S0C 0G0,Municipal or another local authority,Municipal or another local authority,218,Other method of calculation based on measurements,"Total gallons used from January - December 2015, divide by 365 days to find daily use.",No,Continuous,"Lagoons - Aerated, No treatment",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Annually,Annually,49.6269,-102.4939,Verified,Final Discharge Point,NA,Dry Creek Bed (No Name),NA,NA,operational,NA,05NC,Annually,2021,187.4,67155,5.6,-19.4,11.5,-13.5
23942,Town of Asquith,Asquith Lagoon,Asquith,Saskatchewan,S0K 0J0,Municipal or another local authority,Municipal or another local authority,138.4,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Intermittent,"Lagoon - Facultative, Lagoon - Non-aerated, Storage Ponds, No treatment",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.1469,-107.264,Estimated,Final Discharge Point,Eagle Creek,Eagle Creek,Other recreational (e.g. boating),Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05HG,Annually,2021,0.1,0,0,-25,0,-25
23849,Town of Balcarres,Town of Balcarres,Balcarres,Saskatchewan,S0G 0C0,Municipal or another local authority,Municipal or another local authority,99,Estimate based on the measured rate of effluent flow,NA,No,Continuous,Lagoons - Aerated,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Non-applicable,Non-applicable,50.7913,-103.5525,Estimated,Final Discharge Point,NA,NA,Other,Other,operational,NA,05JL,NA,NA,NA,NA,NA,NA,NA,NA
23300,Town of Battleford,Lagoons,Battleford,Saskatchewan,S0M 0E0,Municipal or another local authority,Municipal or another local authority,1150,Other method of calculation based on measurements,estimate based on influent volume,No,Continuous,"Screening, Lagoons - Aerated, Lagoon - Facultative, Polishing Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Annually,Annually,52.7213,-108.314,Estimated,Final Discharge Point,Battle River,Battle River,Agriculture (e.g irrigation),Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05FF,Annually,2021,1061,387265,11.4,-13.6,19.1,-5.9
